32|75
18|19
18|82
41|56
41|28
41|47
85|67
85|66
85|35
85|93
87|31
87|38
87|44
87|94
87|55
66|96
66|39
66|94
66|95
66|29
66|36
16|14
16|74
16|47
16|17
16|18
16|28
16|93
31|77
31|19
31|34
31|29
31|52
31|66
31|39
31|75
62|89
62|18
62|63
62|85
62|76
62|37
62|93
62|68
62|14
46|44
46|66
46|75
46|67
46|87
46|31
46|19
46|18
46|63
46|15
74|27
74|67
74|84
74|66
74|63
74|29
74|34
74|18
74|44
74|28
74|46
56|67
56|68
56|47
56|59
56|18
56|87
56|46
56|27
56|32
56|43
56|28
56|13
68|89
68|66
68|52
68|28
68|98
68|36
68|84
68|19
68|34
68|27
68|44
68|95
68|13
28|94
28|63
28|31
28|66
28|87
28|29
28|34
28|15
28|98
28|13
28|75
28|95
28|18
28|44
13|98
13|21
13|75
13|77
13|62
13|38
13|34
13|83
13|84
13|29
13|96
13|86
13|19
13|44
13|76
55|38
55|14
55|35
55|96
55|74
55|62
55|76
55|17
55|82
55|59
55|56
55|21
55|46
55|93
55|43
55|85
96|56
96|68
96|35
96|74
96|16
96|62
96|59
96|87
96|47
96|86
96|85
96|14
96|37
96|28
96|46
96|67
96|93
93|75
93|29
93|74
93|32
93|98
93|67
93|52
93|66
93|15
93|46
93|31
93|87
93|34
93|18
93|77
93|68
93|13
93|89
89|77
89|82
89|55
89|38
89|34
89|75
89|95
89|19
89|98
89|52
89|29
89|94
89|84
89|13
89|83
89|41
89|66
89|27
89|36
98|59
98|96
98|56
98|85
98|77
98|34
98|62
98|38
98|21
98|84
98|39
98|17
98|94
98|86
98|95
98|83
98|36
98|44
98|82
98|19
37|28
37|87
37|14
37|74
37|75
37|29
37|63
37|31
37|32
37|93
37|46
37|15
37|27
37|95
37|18
37|68
37|67
37|13
37|43
37|98
37|52
34|35
34|41
34|43
34|85
34|94
34|84
34|59
34|56
34|37
34|96
34|86
34|14
34|38
34|17
34|82
34|21
34|76
34|47
34|39
34|55
34|83
34|16
38|47
38|96
38|17
38|46
38|32
38|16
38|39
38|37
38|56
38|18
38|86
38|76
38|43
38|68
38|21
38|93
38|59
38|67
38|74
38|85
38|35
38|14
38|28
35|18
35|28
35|29
35|89
35|63
35|74
35|43
35|93
35|98
35|52
35|37
35|87
35|14
35|68
35|46
35|27
35|13
35|67
35|95
35|66
35|15
35|31
35|75
35|32
44|94
44|17
44|76
44|41
44|16
44|85
44|36
44|38
44|47
44|59
44|37
44|39
44|77
44|35
44|86
44|55
44|83
44|84
44|96
44|21
44|34
44|82
44|62
44|56
67|77
67|75
67|94
67|19
67|32
67|15
67|66
67|36
67|18
67|31
67|52
67|44
67|27
67|84
67|89
67|28
67|13
67|29
67|63
67|34
67|98
67|87
67|68
67|95
29|34
29|21
29|16
29|56
29|41
29|84
29|38
29|76
29|17
29|62
29|82
29|19
29|96
29|36
29|83
29|55
29|98
29|85
29|94
29|95
29|86
29|77
29|39
29|44
14|13
14|29
14|74
14|31
14|75
14|18
14|89
14|15
14|52
14|67
14|98
14|66
14|95
14|93
14|87
14|28
14|27
14|32
14|44
14|68
14|19
14|63
14|43
14|46
59|28
59|29
59|46
59|52
59|68
